Protein Accession;Protein Name;Gene ID;Protein Description;MPT896_2690;MPT897_2691;MPT898_2692;MPT899_2693;MPT900_2694;MPT901_2695;MPT902_2696;MPT903_2697;MPT904_2698;MPT905_2699;MPT906_2700;MPT907_2701;MPT908_2702;MPT909_2703;MPT910_2704;MPT911_2705;MPT912_2706;MPT913_2707;MPT914_2708;MPT915_2709
Q86VZ6;JAZF1_HUMAN;JAZF1;Juxtaposed with another zinc finger protein 1;;;36.8588;32.6559;;;;52.8418;89.4168;;;25.3141;28.2554;;99.1285;;;22.9598;;
Q86W42;THOC6_HUMAN;THOC6;THO complex subunit 6 homolog;322.459;259.8193;283.1202;264.3362;287.8254;442.734;330.4601;287.9624;708.3796;438.5192;224.7125;275.8751;191.9016;417.9946;310.4967;242.074;220.1125;190.3053;464.1203;343.7513
Q86W50;MET16_HUMAN;METTL16;RNA N6-adenosine-methyltransferase METTL16;88.9742;101.3187;41.6661;62.7705;69.1188;74.984;50.7958;53.5766;129.2626;52.6255;36.9427;40.9473;35.1872;;;;48.5614;43.6073;;32.549
Q86W92;LIPB1_HUMAN;PPFIBP1;Liprin-beta-1;130.5304;98.7954;101.8991;153.2589;118.0798;138.9491;106.1525;128.3522;147.7045;125.8013;119.4444;95.6909;120.2892;135.4971;104.1497;106.2844;104.7861;145.1011;118.4606;104.2527
Q86WA6;BPHL_HUMAN;BPHL;Valacyclovir hydrolase;57.4064;114.4046;143.1503;71.6875;;;132.9565;182.7201;63.5507;73.4279;78.7127;66.3625;65.7754;107.7797;59.5057;72.4589;76.6182;55.2802;55.346;
Q86WX3;AROS_HUMAN;RPS19BP1;Active regulator of SIRT1;;21.3894;24.4258;27.4024;;;40.3164;25.8781;36.9898;;;54.7781;;;;76.1584;54.6088;23.6207;;49.3789
Q86X53;ERIC1_HUMAN;ERICH1;Glutamate-rich protein 1;112.7362;112.1789;123.7417;122.4968;76.713;77.1867;73.1806;101.3864;82.9277;141.4138;;;;;;;;;;
Q86Y79;PTH_HUMAN;PTRH1;Peptidyl-tRNA hydrolase;82.5294;84.2068;115.9577;62.4947;139.0558;109.121;90.2083;145.7764;137.2447;124.2021;102.0605;137.3986;87.637;92.5042;141.4925;155.292;107.978;117.9558;108.7727;214.9217
Q86Y82;STX12_HUMAN;STX12;Syntaxin-12;96.5163;;33.1813;58.4512;50.3174;;37.4834;38.3606;120.4414;;71.9214;59.5073;60.6843;;;48.2059;53.1016;52.3869;45.4347;46.3201
Q86YS7;C2CD5_HUMAN;C2CD5;C2 domain-containing protein 5;2590.5745;3675.4895;2581.6558;3625.4055;3925.2483;2640.8408;3268.6755;2471.4045;5273.3184;5299.0879;2386.7493;2402.1726;1590.189;3732.8462;2126.4617;2178.1069;2368.3423;1665.593;3967.6221;2398.8953
Q86YZ3;HORN_HUMAN;HRNR;Hornerin;464.9048;209.4439;98.0848;160.6052;258.8378;333.7395;76.2983;119.5848;199.6718;178.051;184.4363;127.9031;772.7295;225.4787;288.0585;351.7686;161.6602;248.2336;234.117;174.5765
Q8IUD2;RB6I2_HUMAN;ERC1;ELKS/Rab6-interacting/CAST family member 1;222.7391;72.9127;260.027;104.6952;99.3496;312.8435;113.2101;251.6804;233.1062;195.5435;85.5981;41.1478;;;49.3059;100.2949;61.6157;50.6809;;116.5016
Q8IUF8;RIOX2_HUMAN;RIOX2;Ribosomal oxygenase 2;94.0548;178.1948;159.9411;94.078;94.1649;186.6835;173.9255;139.786;115.8153;123.3699;145.8003;108.0586;55.9383;46.1825;73.3822;208.8314;94.5132;45.351;73.4651;71.3609
Q8IUR7;ARMC8_HUMAN;ARMC8;Armadillo repeat-containing protein 8;50.698;87.9802;89.3144;105.8773;;;88.6699;81.2656;85.7565;145.44;126.9221;116.5938;116.2757;136.1055;98.005;105.6952;114.6234;135.2191;176.2319;130.3089
Q8IV08;PLD3_HUMAN;PLD3;5'-3' exonuclease PLD3;282.2037;250.6454;300.1602;453.468;246.6525;280.318;266.816;273.2133;245.7408;333.3575;366.9606;378.3909;399.8464;342.5522;368.2726;490.8975;380.3924;451.2985;345.2804;458.8018
Q8IV48;ERI1_HUMAN;ERI1;3'-5' exoribonuclease 1;;310.3896;480.6407;1038.5807;340.7299;496.2458;254.2515;544.4938;815.1227;318.8499;364.2194;341.4244;464.7693;465.3628;176.9186;280.1387;353.495;346.19;875.5969;554.9351
Q8IVF2;AHNK2_HUMAN;AHNAK2;Protein AHNAK2;170.1579;217.8556;311.2982;146.7316;230.1303;170.5325;259.3436;302.723;198.19;223.6504;192.3607;196.4624;159.7549;140.0296;184.8254;228.5676;172.4698;120.3363;147.7434;143.2929
Q8IVF7;FMNL3_HUMAN;FMNL3;Formin-like protein 3;61.1819;82.6041;60.1827;58.7365;96.2373;;63.3069;53.5375;85.9083;;46.9889;59.4178;29.7135;;43.2066;97.068;49.2194;41.5526;58.5242;94.1827
Q8IVT2;MISP_HUMAN;MISP;Mitotic interactor and substrate of PLK1;122.0888;220.992;185.7422;147.8698;201.7505;117.7082;236.506;157.3252;146.1108;270.7298;249.8964;217.6561;118.2614;;183.7304;236.9705;185.4055;115.4646;117.9756;135.0592
Q8IW75;SPA12_HUMAN;SERPINA12;Serpin A12;719.1572;140.1797;171.7285;391.1314;212.7782;335.7405;91.484;245.6261;260.3134;370.6059;93.8516;78.1232;269.7847;349.0392;253.9988;106.8021;114.7886;165.2365;318.2896;477.2544
Q8IWA0;WDR75_HUMAN;WDR75;WD repeat-containing protein 75;82.7234;67.3451;48.2528;61.0323;66.4873;91.2204;85.0813;49.3728;78.1858;40.1431;62.5866;52.2182;42.7568;68.8388;65.0541;61.7096;62.7497;38.5927;79.0328;52.4687
Q8IWE2;NXP20_HUMAN;FAM114A1;Protein NOXP20;42.6451;39.8034;39.7874;31.9113;50.0839;;42.2747;31.3547;90.6909;32.8441;136.3453;95.2125;70.4179;;;152.6839;130.0088;52.8892;;127.6212
Q8IWS0;PHF6_HUMAN;PHF6;PHD finger protein 6;484.9323;120.9098;193.9922;120.6565;342.2126;478.5393;222.1111;241.705;382.0393;407.4278;64.6039;74.4717;57.8628;166.9852;335.6995;98.1915;86.3525;62.645;182.2423;357.2323
Q8IWT6;LRC8A_HUMAN;LRRC8A;Volume-regulated anion channel subunit LRRC8A;62.9481;69.0641;42.1744;66.9744;66.2754;;53.0919;39.8898;76.1465;63.373;64.7699;58.758;78.9053;65.665;94.0088;91.7575;69.7654;86.343;74.8178;73.9036
Q8IWU5;SULF2_HUMAN;SULF2;Extracellular sulfatase Sulf-2;373.1303;108.6452;122.6092;150.5493;;1567.2893;314.9725;389.1006;619.4553;541.8541;41.8793;30.9624;;;;46.0006;;;;
Q8IWX8;CHERP_HUMAN;CHERP;Calcium homeostasis endoplasmic reticulum protein;;180.3746;107.5625;105.6272;148.5257;;122.5418;103.29;120.4272;204.3921;254.8266;210.4456;150.1395;136.9076;206.7906;299.4538;228.8124;161.624;133.5145;206.5614
Q8IX12;CCAR1_HUMAN;CCAR1;Cell division cycle and apoptosis regulator protein 1;106.6716;183.0382;101.8912;95.6372;206.3552;;191.2437;126.4652;127.2436;179.4991;162.9325;126.1831;83.0115;82.7508;102.5603;170.3373;121.3687;88.4031;81.1311;118.5593
Q8IXB1;DJC10_HUMAN;DNAJC10;DnaJ homolog subfamily C member 10;135.0173;139.7439;270.7331;106.2151;167.5727;166.8386;157.3666;219.3999;138.998;200.6058;248.0084;217.9217;118.8462;107.7544;212.4959;315.9076;183.8938;110.806;143.989;342.3256
Q8IXI2;MIRO1_HUMAN;RHOT1;Mitochondrial Rho GTPase 1;90.043;46.8117;58.241;29.6705;;;54.7796;58.0685;41.4519;;45.0641;56.6404;41.3451;40.7248;;29.6442;54.4945;43.4237;;43.4122
Q8IXM2;BAP18_HUMAN;BAP18;Chromatin complexes subunit BAP18;181.5351;206.3841;141.9599;168.386;358.9239;365.4083;225.3625;178.8681;307.5851;228.3377;147.0247;181.7884;132.751;191.8864;233.364;186.7859;150.4357;123.1706;245.8893;240.9067
Q8IY17;PLPL6_HUMAN;PNPLA6;Patatin-like phospholipase domain-containing protein 6;71.4533;86.3162;46.5116;69.5033;66.1147;85.2435;63.4046;51.9958;102.8233;114.0883;66.4076;102.4714;58.634;;77.5916;110.0362;79.9609;84.4798;83.1258;83.4577
Q8IY21;DDX60_HUMAN;DDX60;Probable ATP-dependent RNA helicase DDX60;91.7006;45.1616;42.1174;51.5742;99.0784;;44.4583;42.3423;62.9657;47.2551;227.2714;237.2888;157.9839;267.4196;349.6178;310.1855;222.1789;298.2667;312.3033;426.4439
Q8IY81;SPB1_HUMAN;FTSJ3;pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3;251.7195;159.8037;160.8932;171.4404;278.8609;498.5818;227.9129;208.7035;253.4846;316.1112;149.0943;118.4725;95.7989;138.2971;192.8763;178.8684;114.5751;100.3116;159.7294;199.9517
Q8IYB3;SRRM1_HUMAN;SRRM1;Serine/arginine repetitive matrix protein 1;51.7535;31.5185;33.6252;28.3393;104.697;65.9327;40.1171;49.4704;70.7291;96.1521;74.5499;48.8301;34.3811;52.9338;151.7405;59.0613;47.7587;46.2926;65.3834;125.8608
Q8IYB8;SUV3_HUMAN;SUPV3L1;ATP-dependent RNA helicase SUPV3L1, mitochondrial;;167.796;249.043;54.0274;84.6025;56.2276;205.1094;273.0471;52.1131;53.7222;158.2598;193.3378;110.0654;64.2481;150.4312;184.6985;149.46;93.852;69.7505;62.3535
Q8IYT4;KATL2_HUMAN;KATNAL2;Katanin p60 ATPase-containing subunit A-like 2;;538.824;606.426;680.6246;1017.3974;;642.1757;509.6793;2026.3862;1013.1484;311.5679;270.3207;100.1241;;718.3494;424.0124;258.5606;268.84;840.0927;359.7577
Q8IYU8;MICU2_HUMAN;MICU2;Calcium uptake protein 2, mitochondrial;306.4428;930.9383;758.0486;490.268;259.7249;443.6137;704.4828;777.8026;679.6089;391.0568;451.6733;640.8557;642.087;303.4187;252.58;534.2353;566.0677;565.6339;305.4035;317.2141
Q8IZ69;TRM2A_HUMAN;TRMT2A;tRNA (uracil-5-)-methyltransferase homolog A;;85.0025;76.1297;102.3044;;;74.9212;68.1071;106.8145;206.9574;93.6835;97.6053;93.5156;;;135.4104;91.9937;118.4685;;83.5787
Q8IZL8;PELP1_HUMAN;PELP1;Proline-, glutamic acid- and leucine-rich protein 1;442.9803;591.0397;553.0036;719.1021;474.8572;700.5082;893.6096;596.3271;709.3664;409.913;1644.7582;780.3538;1820.3265;858.6735;818.5814;988.3361;654.1331;1686.6073;767.9744;690.1181
Q8IZP0;ABI1_HUMAN;ABI1;Abl interactor 1;;125.453;103.8511;101.7614;105.373;;93.1195;109.7723;97.7237;91.0777;182.459;125.8732;117.8802;;127.7442;192.3603;136.0876;103.1106;;103.0895
Q8N0V3;RBFA_HUMAN;RBFA;Putative ribosome-binding factor A, mitochondrial;387.0714;183.8866;334.4865;188.9861;213.2268;232.2688;154.5073;295.6396;242.6317;185.6858;101.2753;132.046;97.089;;85.0446;120.801;111.0363;187.2975;77.6656;96.1991
Q8N0Y2;ZN444_HUMAN;ZNF444;Zinc finger protein 444;;84.3733;59.3987;43.8492;33.5826;;76.3667;64.2386;90.8983;;98.7286;96.6616;70.1121;42.2148;32.1095;206.8932;58.5778;73.4921;50.5793;83.3427
Q8N128;F177A_HUMAN;FAM177A1;Protein FAM177A1;67.9486;64.8705;49.1941;95.1708;;95.1491;47.2001;91.4684;64.3434;;77.2019;48.4524;73.3002;;53.9175;75.5872;57.3592;73.2236;68.9958;74.2207
Q8N131;PORIM_HUMAN;TMEM123;Porimin;192.247;345.9341;270.946;191.0054;168.4697;162.3745;328.765;210.6286;280.6315;234.3333;267.2487;263.0144;192.1705;152.2621;171.1103;293.7503;230.4369;336.7895;;198.5114
Q8N163;CCAR2_HUMAN;CCAR2;Cell cycle and apoptosis regulator protein 2;90.9424;130.698;113.726;107.4972;141.7641;117.1628;100.7089;77.0588;161.9782;168.288;46.0624;57.2921;53.0641;77.043;121.0541;57.8945;49.4684;53.2267;97.022;99.7952
Q8N1B4;VPS52_HUMAN;VPS52;Vacuolar protein sorting-associated protein 52 homolog;282.1368;;;;;;35.9504;79.4069;330.8295;;66.2598;41.0789;40.9993;;;62.1386;40.7396;46.3659;;
Q8N1F7;NUP93_HUMAN;NUP93;Nuclear pore complex protein Nup93;125.9307;127.7319;82.671;135.3889;;;120.8958;87.1676;82.3396;137.1135;178.1515;138.1055;159.2621;;105.0691;225.6625;175.403;153.4419;130.5695;135.0974
Q8N1G4;LRC47_HUMAN;LRRC47;Leucine-rich repeat-containing protein 47;140.093;161.2294;120.2548;113.4866;153.8227;150.7539;124.6205;150.4649;109.2136;121.1401;147.7092;146.481;137.2081;112.7275;186.3806;224.275;198.8783;178.8757;127.7993;129.0322
Q8N1N4;K2C78_HUMAN;KRT78;Keratin, type II cytoskeletal 78;61810.4531;6972.8691;10635.5146;34439.0547;27093.1797;17098.8848;5012.4775;10890.4639;19045.1992;14780.2109;7745.2056;4864.9893;33618.6953;25364.8906;13732.4287;11036.5303;9830.7217;14038.123;18751.584;21758.7832
Q8N2M8;CLASR_HUMAN;CLASRP;CLK4-associating serine/arginine rich protein;;17.1993;23.9405;24.8868;27.9522;50.5162;21.4056;46.5194;47.5471;42.2072;23.7382;21.8252;24.3893;40.308;43.7712;44.0498;20.5345;35.3111;43.4679;51.0803
Q8N2S1;LTBP4_HUMAN;LTBP4;Latent-transforming growth factor beta-binding protein 4;127.9811;177.2178;274.9263;107.2683;170.7152;101.1791;136.7448;212.256;141.2593;169.581;;21.3814;;8.9828;;;;;;
Q8N3D4;EH1L1_HUMAN;EHBP1L1;EH domain-binding protein 1-like protein 1;;87.045;101.446;86.4896;109.6693;77.986;105.4331;91.9861;113.6517;88.0766;138.5299;122.3045;90.5473;;106.298;171.9527;102.0851;90.1994;64.3174;
Q8N3E9;PLCD3_HUMAN;PLCD3;1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-3;442.9116;185.6638;257.2566;320.0971;386.8262;634.2115;262.8001;397.9182;994.1736;742.191;129.8723;129.0313;94.809;132.3436;206.5733;175.625;110.3717;180.7782;198.0931;309.101
Q8N3V7;SYNPO_HUMAN;SYNPO;Synaptopodin;;32.0976;35.9936;35.9903;40.4596;87.3909;41.8792;33.5106;46.75;37.1236;39.0274;30.8416;29.6972;;24.0433;29.9434;30.4098;;38.9852;35.2216
Q8N474;SFRP1_HUMAN;SFRP1;Secreted frizzled-related protein 1;107.415;96.9012;78.9695;50.4285;66.9289;120.0945;102.8175;107.8545;56.2171;;21.8908;19.0974;;;;37.2309;13.4706;;;
Q8N4C6;NIN_HUMAN;NIN;Ninein;969.5718;1074.936;2370.5659;1722.2552;;;1522.4185;2077.644;2673.5088;1491.1935;2083.9907;1083.0316;1590.9054;1813.3467;455.0625;689.589;1374.0535;2004.2677;2960.645;710.8874
Q8N4H5;TOM5_HUMAN;TOMM5;Mitochondrial import receptor subunit TOM5 homolog;96.3026;67.2619;66.7926;47.4648;33.2549;;67.1665;57.1968;141.7214;77.5998;55.4295;52.5011;52.2011;;;60.9804;50.3203;80.0374;73.19;88.7335
Q8N4T8;CBR4_HUMAN;CBR4;3-oxoacyl-[acyl-carrier-protein] reductase;130.1573;103.7343;139.6616;134.857;;;121.4614;133.0931;107.1134;120.9823;91.593;75.4296;95.8889;95.5;;105.3519;75.9985;91.3354;128.7688;
Q8N594;MPND_HUMAN;MPND;MPN domain-containing protein;106.145;130.1583;135.7909;150.8003;119.537;187.1297;150.243;178.9322;176.2973;143.8256;329.5022;223.0933;164.1273;225.9066;206.9304;353.682;236.0245;155.2156;210.2927;195.6054
Q8N5F7;NKAP_HUMAN;NKAP;NF-kappa-B-activating protein;189.6318;173.808;156.4947;113.4371;76.5142;336.858;150.2522;227.5721;151.3816;109.4497;87.0288;64.6293;91.0102;73.2648;121.8206;101.9868;65.7707;85.1911;74.4456;142.3159
Q8N5I9;NOPC1_HUMAN;NOPCHAP1;NOP protein chaperone 1;632.7123;1076.5519;997.335;683.511;666.2387;767.2885;948.1327;993.0197;936.6625;940.6509;1445.3302;1128.6185;893.2763;1075.4532;991.7269;1416.5175;1025.311;1071.1223;1147.9617;970.4991
Q8N5K1;CISD2_HUMAN;CISD2;CDGSH iron-sulfur domain-containing protein 2;;71.0393;53.0732;60.4395;;;69.9305;41.2157;75.2983;;71.5106;63.4454;63.4921;;;;85.0967;90.2711;;53.31
Q8N5L8;RP25L_HUMAN;RPP25L;Ribonuclease P protein subunit p25-like protein;87.2112;138.061;112.3707;79.5693;;;70.6809;126.4186;123.4846;;71.6606;95.0356;70.4855;120.1545;;84.3845;98.3745;95.4405;115.8197;
Q8N5M1;ATPF2_HUMAN;ATPAF2;ATP synthase mitochondrial F1 complex assembly factor 2;;52.9884;90.71;53.4877;;;47.5068;97.178;53.9938;;44.969;53.6508;59.6765;67.995;;39.2927;37.0793;56.6181;50.3668;
Q8N5N7;RM50_HUMAN;MRPL50;Large ribosomal subunit protein mL50;151.4572;215.094;241.3821;192.1654;176.4564;232.8808;242.9312;255.9828;340.7531;248.9832;246.6517;341.3585;248.1162;311.0229;233.0583;243.818;291.3557;224.3137;171.264;199.0313
Q8N684;CPSF7_HUMAN;CPSF7;Cleavage and polyadenylation specificity factor subunit 7;;265.0038;559.8988;133.3061;192.2887;216.0377;257.1844;235.0812;165.7239;391.3563;179.9977;197.6369;148.2287;173.7994;357.9356;238.3263;174.9467;157.6894;160.9277;331.9981
Q8N7H5;PAF1_HUMAN;PAF1;RNA polymerase II-associated factor 1 homolog;36.0304;43.6049;32.5243;34.1012;76.5477;;47.1197;45.9326;40.9801;73.5539;45.9819;57.3493;40.3569;56.2869;102.362;72.4994;41.5808;41.0621;86.3706;119.9469
Q8N8Z6;DCBD1_HUMAN;DCBLD1;Discoidin, CUB and LCCL domain-containing protein 1;103.398;173.7276;130.0212;167.1612;;123.585;105.7327;112.0848;105.1805;167.8019;238.4103;185.7619;221.3035;141.2407;188.8783;359.0596;192.3232;305.322;156.813;177.3158
Q8N983;RM43_HUMAN;MRPL43;Large ribosomal subunit protein mL43;157.2166;190.4626;121.7185;145.1705;152.0219;140.215;221.5425;167.6261;201.9141;138.6326;116.336;201.6375;115.0919;147.6024;151.5778;169.2381;176.3853;138.303;135.5268;197.2732
Q8N9T8;KRI1_HUMAN;KRI1;Protein KRI1 homolog;122.9047;66.0914;138.738;104.9114;144.1039;117.1395;109.1568;112.2353;153.4585;129.1709;;49.6956;;;;;;76.1848;108.806;87.2991
Q8NB78;KDM1B_HUMAN;KDM1B;Lysine-specific histone demethylase 2;89.1603;66.0064;56.2295;60.0094;22.6439;138.1518;63.9291;52.4821;79.4802;;79.7864;68.6262;63.1513;91.5329;50.5037;122.4735;53.8837;58.9867;;87.9695
Q8NB90;AFG2A_HUMAN;AFG2A;ATPase family gene 2 protein homolog A;129.9864;150.7197;120.3752;127.208;226.9279;100.1016;109.1238;76.7973;128.6214;165.9449;144.8524;99.278;94.2879;95.7422;197.4132;101.6407;129.5563;109.5956;130.3177;150.6373
Q8NBJ5;GT251_HUMAN;COLGALT1;Procollagen galactosyltransferase 1;104.5842;211.6909;168.221;128.7809;193.3979;56.5308;208.894;191.8792;118.4297;162.4461;190.3965;242.0956;150.3261;199.9907;297.9833;222.0593;202.9201;176.0507;214.9007;186.5897
Q8NBN7;RDH13_HUMAN;RDH13;Retinol dehydrogenase 13;;45.2948;41.6372;;;;44.6589;40.0441;47.8901;;51.5397;52.5482;31.0749;;46.0197;72.2689;40.7308;43.846;;53.9631
Q8NBS9;TXND5_HUMAN;TXNDC5;Thioredoxin domain-containing protein 5;133.7423;54.2197;91.8866;92.2508;121.533;;53.9054;110.2505;121.1329;186.1649;142.8299;93.3541;151.9772;183.2273;239.6159;239.2987;115.8182;152.5989;184.1504;124.6865
Q8NBX0;SCPDL_HUMAN;SCCPDH;Saccharopine dehydrogenase-like oxidoreductase;139.9133;99.9386;57.5215;87.8627;87.3459;;91.6049;65.2784;132.3015;96.0628;108.857;147.9437;98.5281;;101.5037;134.4616;120.1995;144.5392;101.8584;86.8076
Q8NBZ0;IN80E_HUMAN;INO80E;INO80 complex subunit E;698.5967;491.4148;409.2618;327.0424;818.9547;1583.1414;679.7532;411.3367;807.9072;1067.257;422.6911;409.875;427.7703;967.6418;1435.7197;490.5423;457.1664;496.7141;1228.6337;1145.5192
Q8NBZ7;UXS1_HUMAN;UXS1;UDP-glucuronic acid decarboxylase 1;87.763;118.9572;104.6297;55.1548;;139.4268;102.8094;107.8959;82.5791;76.3825;133.503;138.049;64.2489;;;122.6193;107.0102;84.7427;79.6222;148.3861
Q8NC51;SERB1_HUMAN;SERBP1;SERPINE1 mRNA-binding protein 1;134.2942;278.1716;535.6116;209.0334;176.6235;61.6131;220.1565;460.8835;156.8074;190.4009;667.0952;952.5498;464.7245;406.6449;488.9636;407.5146;1024.2448;458.6848;429.1671;413.32
Q8NC56;LEMD2_HUMAN;LEMD2;LEM domain-containing protein 2;38.5591;40.1482;50.153;23.0904;;;31.9999;51.1426;48.3416;;64.0062;79.8913;39.5297;;44.7621;48.8953;68.1684;62.3621;68.7219;24.5722
Q8NCW5;NNRE_HUMAN;NAXE;NAD(P)H-hydrate epimerase;199.231;164.8597;359.8574;253.5476;217.4508;151.7059;213.3697;326.3409;251.9999;225.9419;222.3522;167.5245;255.805;265.9179;140.0885;183.6994;199.8412;212.5701;160.4318;
Q8ND24;RN214_HUMAN;RNF214;RING finger protein 214;204.6273;354.7752;402.9862;245.1221;177.7065;388.9026;379.28;378.6677;330.6656;303.0507;549.6165;504.6061;400.1643;400.6576;315.9985;452.2371;445.1581;319.6888;447.8013;391.1662
Q8ND56;LS14A_HUMAN;LSM14A;Protein LSM14 homolog A;51.8099;137.6959;186.401;62.3272;75.7275;101.2915;123.5451;124.3823;89.2301;93.4644;286.5904;303.4689;115.5377;102.6773;111.3524;360.97;288.6266;158.905;182.3367;92.1901
Q8NDI1;EHBP1_HUMAN;EHBP1;EH domain-binding protein 1;129.3162;144.3167;139.9897;98.2845;154.0317;202.3077;111.8732;106.4584;114.141;178.9863;79.5134;60.5389;68.2869;;;94.1763;72.4795;67.1387;;
Q8NDL9;CBPC5_HUMAN;AGBL5;Cytosolic carboxypeptidase-like protein 5;394.2939;91.9044;123.1287;160.5124;;511.9048;94.9775;131.6681;345.1117;139.2856;78.0097;72.0169;94.0525;;;;65.4506;149.4965;154.7572;
Q8NDX5;PHC3_HUMAN;PHC3;Polyhomeotic-like protein 3;;138.0891;86.8668;109.3454;;;118.3521;113.6743;109.8013;;152.4237;182.55;105.5395;;200.4032;244.2733;228.8056;124.0716;;112.3895
Q8NE01;CNNM3_HUMAN;CNNM3;Metal transporter CNNM3;122.1302;97.2311;91.5715;151.9437;108.2635;;70.459;80.3495;153.2779;91.5788;58.5115;53.3052;54.7403;;;92.1128;57.8742;69.1268;;
Q8NE71;ABCF1_HUMAN;ABCF1;ATP-binding cassette sub-family F member 1;114.9891;146.8576;109.6452;92.8728;144.6068;147.214;147.2848;111.1702;158.4095;175.1385;172.2837;172.7416;101.1817;181.7032;193.1338;245.7136;176.6954;105.7567;175.1387;209.7622
Q8NE86;MCU_HUMAN;MCU;Calcium uniporter protein, mitochondrial;166.758;136.3782;91.0373;97.4934;171.285;128.2792;114.8517;110.9779;143.8705;170.008;254.4555;152.0327;145.7342;;126.0566;211.8893;158.7815;132.7327;;119.4015
Q8NEJ9;NGDN_HUMAN;NGDN;Neuroguidin;409.6109;258.3545;320.4009;258.8245;334.2522;845.1614;363.2417;375.5996;478.0634;393.6614;135.0107;118.5911;101.1249;120.1308;165.8462;154.564;109.084;112.3103;183.9126;210.1115
Q8NEX9;DR9C7_HUMAN;SDR9C7;Short-chain dehydrogenase/reductase family 9C member 7;226.0586;39.5547;31.5433;156.8917;62.3997;70.1251;32.7558;31.8301;99.2384;;34.6194;43.0903;78.9593;97.5622;54.0201;48.2783;38.7879;50.0312;97.0435;
Q8NEZ5;FBX22_HUMAN;FBXO22;F-box only protein 22;;159.5904;89.1831;110.7842;95.0234;89.3596;148.2713;138.4643;138.1123;140.4927;105.7652;115.0668;85.079;70.1953;;135.8336;102.7427;104.9943;93.3959;75.2787
Q8NFH3;NUP43_HUMAN;NUP43;Nucleoporin Nup43;115.6102;134.5265;63.0936;144.4459;112.5915;;116.2373;68.201;146.0008;189.1745;120.0875;77.2366;103.9399;117.8435;146.2908;151.8527;117.6826;102.0618;134.3836;123.5014
Q8NFJ5;RAI3_HUMAN;GPRC5A;Retinoic acid-induced protein 3;146.5836;;51.9195;93.4969;;;44.9591;61.3897;73.6075;120.8599;;35.0913;56.3737;;;;42.3059;75.701;;
Q8NFV4;ABHDB_HUMAN;ABHD11;sn-1-specific diacylglycerol lipase ABHD11;122.6819;222.1221;231.178;105.1491;;173.663;173.2979;325.6328;88.0747;;341.8611;345.5364;222.7009;117.3749;154.0735;370.2207;280.1055;224.1615;120.2062;124.886
Q8NFW8;NEUA_HUMAN;CMAS;N-acylneuraminate cytidylyltransferase;97.5277;65.4479;84.8233;69.5307;115.6211;131.7568;77.9695;97.0033;87.1631;86.3077;100.5759;169.5055;120.0882;128.2499;178.8016;134.9065;141.1755;115.8756;136.0746;127.7232
Q8NFZ8;CADM4_HUMAN;CADM4;Cell adhesion molecule 4;137.2431;102.2373;107.4547;229.7985;136.8758;156.0423;78.3724;108.3308;173.7288;141.9359;117.4459;98.3592;247.9763;133.7135;110.3516;174.9635;105.0171;322.1199;117.0338;158.2489
Q8NHG7;SVIP_HUMAN;SVIP;Small VCP/p97-interacting protein;60.3477;66.1342;86.8251;71.3241;;79.8401;62.7455;73.6788;88.8994;68.2648;129.5904;142.5377;125.9032;159.0611;146.8415;164.6419;124.3101;119.739;144.4757;104.0195
Q8NHP8;PLBL2_HUMAN;PLBD2;Putative phospholipase B-like 2;202.2987;172.6742;155.4619;192.342;;156.8776;102.1266;117.0817;170.0435;189.6217;72.2374;57.528;95.3728;149.8344;116.3317;;62.9084;89.1638;;185.0596
Q8NI27;THOC2_HUMAN;THOC2;THO complex subunit 2;110.2721;90.3485;113.3097;92.3216;115.9967;154.6104;135.7052;106.4264;118.2419;160.1269;63.1359;88.31;36.8445;;76.8055;99.895;77.9745;52.6178;86.4715;76.4719
Q8TAA9;VANG1_HUMAN;VANGL1;Vang-like protein 1;321.7217;142.2379;68.3484;182.5546;221.2993;361.598;128.743;81.5038;178.5473;123.3541;157.9238;124.2256;72.2595;136.9057;107.6925;191.7287;124.9771;101.2912;173.8342;162.3282
Q8TAE8;G45IP_HUMAN;GADD45GIP1;Large ribosomal subunit protein mL64;123.8729;123.6159;119.7567;112.1358;120.1278;161.0404;103.3976;118.3927;138.0564;132.773;68.9943;103.1012;76.5737;126.253;157.0336;107.7559;108.8224;82.5211;115.4438;109.24
Q8TAF3;WDR48_HUMAN;WDR48;WD repeat-containing protein 48;217.7919;228.4895;254.1826;244.0483;251.0315;101.6553;192.2059;181.0443;190.679;233.9778;295.9604;224.2781;176.8265;323.2727;290.024;261.1718;274.1693;184.0855;344.1208;215.1942
Q8TAQ2;SMRC2_HUMAN;SMARCC2;SWI/SNF complex subunit SMARCC2;60.7423;82.712;90.4713;83.4214;101.9689;101.2894;76.6506;80.6568;99.5899;121.8667;138.3883;138.9779;107.8479;132.5584;214.6264;180.1764;127.7895;119.689;164.2501;156.8047
Q8TB52;FBX30_HUMAN;FBXO30;F-box only protein 30;56.9494;104.4437;56.9146;88.0924;143.4094;;97.2807;35.5198;121.797;122.0653;31.5216;26.7354;39.1448;52.9029;43.9817;;30.6473;25.9104;57.8972;
